id	start_time	end_time	detail
26005	2023-05-22 00:00:43.093000+08:00	2023-05-22 00:00:43.093000+08:00	{'东门北侧': {'A': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'B': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'C': [1, 0, 0, 0, 0, 1, 0, 0, 0, 0], 'D': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'E': [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], 'F': [0, 0, 0, 1, 0, 1, 1, 0, 1, 0], 'G': [0, 0, 0, 0, 1, 0, 0, 1, 0, 0]}, '东门南侧': {'A': [1, 1, 1, 0, 0, 0, 1, 0, 0, 1], 'B': [1, 0, 0, 0, 0, 1, 0, 0, 1, 0]}, '西门北侧': {'A': [0, 1, 0, 0, 0, 1, 0, 0, 0, 1], 'B': [1, 0, 0, 1, 1, 0, 1, 1, 1, 0], 'C': [0, 1, 0, 0, 0, 1, 0, 0, 1, 1]}, '西门南侧': {'A': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'B': [1, 0, 0, 1, 0, 0, 0, 1, 1, 0], 'C': [1, 0, 0, 1, 0, 1, 1, 1, 0, 0]}, '南门西侧': {'A': [1, 1, 0, 1, 1, 0, 1, 0, 1, 1], 'B': [1, 1, 1, 1, 1, 1, 1, 0, 1, 1]}, '北门东北侧': {'A': [1, 1, 1, 0, 1, 1, 1, 1, 1, 0], 'B': [1, 1, 1, 1, 0, 1, 1, 0, 0, 1], 'C': [1, 1, 0, 0, 1, 1, 1, 1, 1, 1], 'D': [1, 0, 1, 1, 1, 1, 0, 1, 1, 0]}, '北门东南侧': {'A': [1, 1, 0, 1, 1, 1, 1, 1, 0, 0], 'B': [1, 1, 1, 0, 0, 1, 1, 0, 1, 1], 'C': [1, 1, 0, 1, 0, 1, 0, 1, 0, 0], 'D': [0, 0, 0, 1, 0, 1, 0, 0, 1, 1], 'E': [1, 1, 0, 0, 0, 1, 1, 1, 1, 1], 'F': [1, 1, 1, 1, 1, 1, 1, 1, 0, 0]}}
26006	2023-05-22 00:01:34.559000+08:00	2023-05-22 00:01:34.559000+08:00	{'东门北侧': {'A': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'B': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'C': [1, 0, 0, 0, 0, 1, 0, 0, 0, 0], 'D': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'E': [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], 'F': [0, 0, 0, 1, 0, 1, 1, 0, 1, 0], 'G': [0, 0, 0, 0, 1, 0, 0, 1, 0, 0]}, '东门南侧': {'A': [1, 1, 1, 0, 0, 0, 1, 0, 0, 1], 'B': [1, 0, 0, 0, 0, 1, 0, 1, 1, 0]}, '西门北侧': {'A': [0, 1, 0, 0, 0, 1, 0, 0, 0, 1], 'B': [1, 0, 0, 1, 1, 0, 1, 1, 1, 0], 'C': [0, 1, 0, 0, 0, 1, 0, 0, 1, 1]}, '西门南侧': {'A': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'B': [1, 0, 0, 1, 0, 0, 0, 1, 1, 0], 'C': [1, 0, 0, 1, 0, 1, 1, 1, 0, 0]}, '南门西侧': {'A': [1, 1, 0, 1, 1, 0, 1, 0, 1, 1], 'B': [1, 1, 1, 1, 1, 1, 1, 0, 1, 1]}, '北门东北侧': {'A': [1, 1, 1, 0, 1, 1, 1, 1, 1, 0], 'B': [1, 1, 1, 1, 0, 1, 1, 0, 0, 1], 'C': [1, 1, 0, 0, 1, 1, 1, 1, 1, 1], 'D': [1, 0, 1, 1, 1, 1, 0, 1, 1, 0]}, '北门东南侧': {'A': [1, 1, 0, 1, 1, 1, 1, 1, 0, 0], 'B': [1, 1, 1, 0, 0, 1, 1, 0, 1, 1], 'C': [1, 1, 0, 1, 0, 1, 0, 1, 0, 0], 'D': [0, 0, 0, 1, 0, 1, 0, 0, 1, 1], 'E': [1, 1, 0, 0, 0, 1, 1, 1, 1, 1], 'F': [1, 1, 1, 1, 1, 1, 1, 1, 0, 0]}}
26007	2023-05-22 00:02:33.953000+08:00	2023-05-22 00:02:33.953000+08:00	{'东门北侧': {'A': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'B': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'C': [1, 0, 0, 0, 0, 1, 0, 0, 0, 0], 'D': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'E': [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], 'F': [0, 0, 0, 1, 0, 1, 1, 0, 1, 0], 'G': [0, 0, 0, 0, 1, 0, 0, 1, 0, 0]}, '东门南侧': {'A': [1, 1, 1, 0, 0, 0, 1, 0, 0, 1], 'B': [1, 0, 0, 0, 0, 1, 0, 1, 1, 0]}, '西门北侧': {'A': [0, 1, 0, 0, 0, 1, 0, 0, 0, 1], 'B': [1, 0, 0, 1, 1, 0, 1, 1, 1, 0], 'C': [0, 1, 0, 0, 0, 1, 0, 0, 1, 1]}, '西门南侧': {'A': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'B': [1, 0, 0, 1, 0, 0, 0, 1, 1, 0], 'C': [1, 0, 0, 1, 0, 1, 1, 1, 0, 0]}, '南门西侧': {'A': [1, 1, 0, 1, 1, 0, 1, 0, 1, 1], 'B': [1, 1, 1, 1, 1, 1, 1, 0, 1, 1]}, '北门东北侧': {'A': [1, 1, 1, 0, 1, 1, 1, 1, 1, 0], 'B': [1, 1, 1, 1, 0, 1, 1, 0, 0, 1], 'C': [1, 1, 0, 0, 1, 1, 1, 1, 1, 1], 'D': [1, 0, 1, 1, 1, 1, 0, 1, 1, 0]}, '北门东南侧': {'A': [1, 1, 0, 1, 1, 1, 1, 1, 0, 0], 'B': [1, 1, 1, 0, 0, 1, 1, 0, 1, 1], 'C': [1, 1, 0, 1, 0, 1, 0, 1, 0, 0], 'D': [0, 0, 0, 1, 0, 1, 0, 0, 1, 1], 'E': [1, 1, 0, 0, 0, 1, 1, 1, 1, 1], 'F': [1, 1, 1, 1, 1, 1, 1, 1, 0, 0]}}
26008	2023-05-22 00:03:36.535000+08:00	2023-05-22 00:03:36.535000+08:00	{'东门北侧': {'A': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'B': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'C': [1, 0, 0, 0, 0, 1, 0, 0, 0, 0], 'D': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'E': [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], 'F': [0, 0, 0, 1, 0, 1, 1, 0, 1, 0], 'G': [0, 0, 0, 0, 1, 0, 0, 1, 0, 0]}, '东门南侧': {'A': [1, 1, 1, 0, 0, 0, 1, 0, 0, 1], 'B': [1, 0, 0, 0, 0, 1, 0, 1, 1, 0]}, '西门北侧': {'A': [0, 1, 0, 0, 0, 1, 0, 0, 0, 1], 'B': [1, 0, 0, 1, 1, 0, 1, 1, 1, 0], 'C': [0, 1, 0, 0, 0, 1, 0, 0, 1, 1]}, '西门南侧': {'A': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'B': [1, 0, 0, 1, 0, 0, 0, 1, 1, 0], 'C': [1, 0, 0, 1, 0, 1, 1, 1, 0, 0]}, '南门西侧': {'A': [1, 1, 0, 1, 1, 0, 1, 0, 1, 1], 'B': [1, 1, 1, 1, 1, 1, 1, 0, 1, 1]}, '北门东北侧': {'A': [1, 1, 1, 0, 1, 1, 1, 1, 1, 0], 'B': [1, 1, 1, 1, 0, 1, 1, 0, 0, 1], 'C': [1, 1, 0, 0, 1, 1, 1, 1, 1, 1], 'D': [1, 0, 1, 1, 1, 1, 0, 1, 1, 0]}, '北门东南侧': {'A': [1, 1, 0, 1, 1, 1, 1, 1, 0, 0], 'B': [1, 1, 1, 0, 0, 1, 1, 0, 1, 1], 'C': [1, 1, 0, 1, 0, 1, 0, 1, 0, 0], 'D': [0, 0, 0, 1, 0, 1, 0, 0, 1, 1], 'E': [1, 1, 0, 0, 0, 1, 1, 1, 1, 1], 'F': [1, 1, 1, 1, 1, 1, 1, 1, 0, 0]}}
26009	2023-05-22 00:04:36.520000+08:00	2023-05-22 00:04:36.520000+08:00	{'东门北侧': {'A': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'B': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'C': [0, 0, 0, 0, 0, 1, 0, 0, 0, 0], 'D': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'E': [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], 'F': [0, 0, 0, 1, 0, 1, 1, 0, 1, 0], 'G': [0, 0, 0, 0, 1, 0, 0, 1, 0, 0]}, '东门南侧': {'A': [1, 1, 1, 0, 0, 0, 1, 0, 0, 1], 'B': [1, 0, 0, 0, 0, 1, 0, 1, 1, 0]}, '西门北侧': {'A': [0, 1, 0, 0, 0, 1, 0, 0, 0, 1], 'B': [1, 0, 0, 1, 1, 0, 1, 1, 1, 0], 'C': [0, 1, 0, 0, 0, 1, 0, 0, 1, 1]}, '西门南侧': {'A': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'B': [1, 0, 0, 1, 0, 0, 0, 1, 1, 0], 'C': [1, 0, 0, 1, 0, 1, 1, 1, 0, 0]}, '南门西侧': {'A': [1, 1, 0, 1, 1, 0, 1, 0, 1, 1], 'B': [1, 1, 1, 1, 1, 1, 1, 0, 1, 1]}, '北门东北侧': {'A': [1, 1, 1, 0, 1, 1, 1, 1, 1, 0], 'B': [1, 1, 1, 1, 0, 1, 1, 0, 0, 1], 'C': [1, 1, 0, 0, 1, 1, 1, 1, 1, 1], 'D': [1, 0, 1, 1, 1, 1, 0, 1, 1, 0]}, '北门东南侧': {'A': [1, 1, 0, 1, 1, 1, 1, 1, 0, 0], 'B': [1, 1, 1, 0, 0, 1, 1, 0, 1, 1], 'C': [1, 1, 0, 1, 0, 1, 0, 1, 0, 0], 'D': [0, 0, 0, 1, 0, 1, 0, 0, 1, 1], 'E': [1, 1, 0, 0, 0, 1, 1, 1, 1, 1], 'F': [1, 1, 1, 1, 1, 1, 1, 1, 0, 0]}}
26010	2023-05-22 00:05:34.760000+08:00	2023-05-22 00:05:34.760000+08:00	{'东门北侧': {'A': [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], 'B': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'C': [0, 0, 0, 0, 0, 1, 0, 0, 0, 0], 'D': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'E': [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], 'F': [0, 0, 0, 1, 0, 1, 1, 0, 1, 0], 'G': [0, 0, 0, 0, 1, 0, 0, 1, 0, 0]}, '东门南侧': {'A': [1, 1, 1, 0, 0, 0, 1, 0, 0, 1], 'B': [1, 0, 0, 0, 0, 1, 0, 1, 1, 0]}, '西门北侧': {'A': [0, 1, 0, 0, 0, 1, 0, 0, 0, 1], 'B': [1, 0, 0, 1, 1, 0, 1, 1, 1, 0], 'C': [0, 1, 0, 0, 0, 1, 0, 0, 1, 1]}, '西门南侧': {'A': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'B': [1, 0, 0, 1, 0, 0, 0, 1, 1, 0], 'C': [1, 0, 0, 1, 0, 1, 1, 1, 0, 0]}, '南门西侧': {'A': [1, 1, 0, 1, 1, 0, 1, 0, 1, 1], 'B': [1, 1, 1, 1, 1, 1, 1, 0, 1, 1]}, '北门东北侧': {'A': [1, 1, 1, 0, 1, 1, 1, 1, 1, 0], 'B': [1, 1, 1, 1, 0, 1, 1, 0, 0, 1], 'C': [1, 1, 0, 0, 1, 1, 1, 1, 1, 1], 'D': [1, 0, 1, 1, 1, 1, 0, 1, 1, 0]}, '北门东南侧': {'A': [1, 1, 0, 1, 1, 1, 1, 1, 0, 0], 'B': [1, 1, 1, 0, 0, 1, 1, 0, 1, 1], 'C': [1, 1, 0, 1, 0, 1, 0, 1, 0, 0], 'D': [0, 0, 0, 1, 0, 1, 0, 0, 1, 1], 'E': [1, 1, 0, 0, 0, 1, 1, 1, 1, 1], 'F': [1, 1, 1, 1, 1, 1, 1, 1, 0, 0]}}
26011	2023-05-22 00:06:36.784000+08:00	2023-05-22 00:06:36.784000+08:00	{'东门北侧': {'A': [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], 'B': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'C': [0, 0, 0, 0, 0, 1, 0, 0, 0, 0], 'D': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'E': [0, 1, 0, 0, 1, 0, 0, 0, 0, 0], 'F': [0, 0, 0, 1, 0, 1, 1, 0, 1, 0], 'G': [0, 0, 0, 0, 1, 0, 0, 1, 0, 0]}, '东门南侧': {'A': [1, 1, 1, 0, 0, 0, 1, 0, 0, 1], 'B': [1, 0, 0, 0, 0, 1, 0, 1, 1, 0]}, '西门北侧': {'A': [0, 1, 0, 0, 0, 1, 0, 0, 0, 1], 'B': [1, 0, 0, 1, 1, 0, 1, 1, 1, 0], 'C': [0, 1, 0, 0, 0, 1, 0, 0, 1, 1]}, '西门南侧': {'A': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'B': [1, 0, 0, 1, 0, 0, 0, 1, 1, 0], 'C': [1, 0, 0, 1, 0, 1, 1, 1, 0, 0]}, '南门西侧': {'A': [1, 1, 0, 1, 1, 0, 1, 0, 1, 1], 'B': [1, 1, 1, 1, 1, 1, 1, 0, 1, 1]}, '北门东北侧': {'A': [1, 1, 1, 0, 1, 1, 1, 1, 1, 0], 'B': [1, 1, 1, 1, 0, 1, 1, 0, 0, 1], 'C': [1, 1, 0, 0, 1, 1, 1, 1, 1, 1], 'D': [1, 0, 1, 1, 1, 1, 0, 1, 1, 0]}, '北门东南侧': {'A': [1, 1, 0, 1, 1, 1, 1, 1, 0, 0], 'B': [1, 1, 1, 0, 0, 1, 1, 0, 1, 1], 'C': [1, 1, 0, 1, 0, 1, 0, 1, 0, 0], 'D': [0, 0, 0, 1, 0, 1, 0, 0, 1, 1], 'E': [1, 1, 0, 0, 0, 1, 1, 1, 1, 1], 'F': [1, 1, 1, 1, 1, 1, 1, 1, 0, 0]}}
26012	2023-05-22 00:07:34.540000+08:00	2023-05-22 00:07:34.540000+08:00	{'东门北侧': {'A': [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], 'B': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'C': [0, 0, 0, 0, 0, 1, 0, 0, 0, 1], 'D': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'E': [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], 'F': [0, 0, 0, 1, 0, 1, 1, 0, 1, 0], 'G': [0, 1, 0, 0, 1, 0, 0, 1, 0, 0]}, '东门南侧': {'A': [1, 1, 1, 0, 0, 0, 1, 0, 0, 1], 'B': [1, 0, 0, 0, 0, 1, 0, 1, 1, 0]}, '西门北侧': {'A': [0, 1, 0, 0, 0, 1, 0, 0, 0, 1], 'B': [1, 0, 0, 1, 1, 0, 1, 1, 1, 0], 'C': [0, 1, 0, 0, 0, 1, 0, 0, 1, 1]}, '西门南侧': {'A': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'B': [1, 0, 0, 1, 0, 0, 0, 1, 1, 0], 'C': [1, 0, 0, 1, 0, 1, 1, 1, 0, 0]}, '南门西侧': {'A': [1, 1, 0, 1, 1, 0, 1, 0, 1, 1], 'B': [1, 1, 1, 1, 1, 1, 1, 0, 1, 1]}, '北门东北侧': {'A': [1, 1, 1, 0, 1, 1, 1, 1, 1, 0], 'B': [1, 1, 1, 1, 0, 1, 1, 0, 0, 1], 'C': [1, 1, 0, 0, 1, 1, 1, 1, 1, 1], 'D': [1, 0, 1, 1, 1, 1, 0, 1, 1, 0]}, '北门东南侧': {'A': [1, 1, 0, 1, 1, 1, 1, 1, 0, 0], 'B': [1, 1, 1, 0, 0, 1, 1, 0, 1, 1], 'C': [1, 1, 0, 1, 0, 1, 0, 1, 0, 0], 'D': [0, 0, 0, 1, 0, 1, 0, 0, 1, 1], 'E': [1, 1, 0, 0, 0, 1, 1, 1, 1, 1], 'F': [1, 1, 1, 1, 1, 1, 1, 1, 0, 0]}}
26013	2023-05-22 00:08:35.529000+08:00	2023-05-22 00:08:35.529000+08:00	{'东门北侧': {'A': [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], 'B': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'C': [0, 0, 0, 0, 0, 1, 0, 0, 0, 1], 'D': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'E': [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], 'F': [0, 0, 0, 1, 0, 1, 1, 0, 1, 0], 'G': [0, 1, 0, 0, 1, 0, 0, 1, 0, 0]}, '东门南侧': {'A': [1, 1, 1, 0, 0, 0, 1, 0, 0, 1], 'B': [1, 0, 0, 0, 0, 1, 0, 1, 1, 0]}, '西门北侧': {'A': [0, 1, 0, 0, 0, 1, 0, 0, 0, 1], 'B': [1, 0, 0, 1, 1, 1, 1, 1, 1, 0], 'C': [0, 1, 0, 0, 0, 1, 0, 0, 1, 1]}, '西门南侧': {'A': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'B': [1, 0, 0, 1, 0, 0, 0, 1, 1, 0], 'C': [1, 0, 0, 1, 0, 1, 1, 1, 0, 0]}, '南门西侧': {'A': [1, 1, 0, 1, 1, 0, 1, 0, 1, 1], 'B': [1, 1, 1, 1, 1, 1, 1, 0, 1, 1]}, '北门东北侧': {'A': [1, 1, 1, 0, 1, 1, 1, 1, 1, 0], 'B': [1, 1, 1, 1, 0, 1, 1, 0, 0, 1], 'C': [1, 1, 0, 0, 1, 1, 1, 1, 1, 1], 'D': [1, 0, 1, 1, 1, 1, 0, 1, 1, 0]}, '北门东南侧': {'A': [1, 1, 0, 1, 1, 1, 1, 1, 0, 0], 'B': [1, 1, 1, 0, 0, 1, 1, 0, 1, 1], 'C': [1, 1, 0, 1, 0, 1, 0, 1, 0, 0], 'D': [0, 0, 0, 1, 0, 1, 0, 0, 1, 1], 'E': [1, 1, 0, 0, 0, 1, 1, 1, 1, 1], 'F': [1, 1, 1, 1, 1, 1, 1, 1, 0, 0]}}
26014	2023-05-22 00:09:34.528000+08:00	2023-05-22 00:09:34.528000+08:00	{'东门北侧': {'A': [0, 0, 0, 0, 1, 0, 0, 0, 0, 0], 'B': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'C': [0, 0, 0, 0, 0, 1, 0, 0, 0, 1], 'D': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'E': [0, 1, 0, 0, 0, 0, 0, 0, 0, 0], 'F': [0, 0, 0, 1, 0, 1, 1, 0, 1, 0], 'G': [0, 1, 0, 0, 1, 0, 0, 1, 0, 0]}, '东门南侧': {'A': [1, 1, 1, 0, 0, 0, 1, 0, 0, 1], 'B': [1, 0, 0, 0, 0, 1, 0, 1, 1, 0]}, '西门北侧': {'A': [0, 1, 0, 0, 0, 1, 0, 0, 0, 1], 'B': [1, 0, 0, 1, 1, 1, 1, 1, 1, 0], 'C': [0, 1, 0, 0, 0, 1, 0, 0, 1, 1]}, '西门南侧': {'A': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 'B': [1, 0, 0, 1, 0, 0, 0, 1, 1, 0], 'C': [1, 0, 0, 1, 0, 1, 1, 1, 0, 0]}, '南门西侧': {'A': [1, 1, 0, 1, 1, 0, 1, 0, 1, 1], 'B': [1, 1, 1, 1, 1, 1, 1, 0, 1, 1]}, '北门东北侧': {'A': [1, 1, 1, 0, 1, 1, 1, 1, 1, 0], 'B': [1, 1, 1, 1, 0, 1, 1, 0, 0, 1], 'C': [1, 1, 0, 0, 1, 1, 1, 1, 1, 1], 'D': [1, 0, 1, 1, 1, 1, 0, 1, 1, 0]}, '北门东南侧': {'A': [1, 1, 0, 1, 1, 1, 1, 1, 0, 0], 'B': [1, 1, 1, 0, 0, 1, 1, 0, 1, 1], 'C': [1, 1, 0, 1, 0, 1, 0, 1, 0, 0], 'D': [0, 0, 0, 1, 0, 1, 0, 0, 1, 1], 'E': [1, 1, 0, 0, 0, 1, 1, 1, 1, 1], 'F': [1, 1, 1, 1, 1, 1, 1, 1, 0, 0]}}
